class,method,ATFD,ATLD,Error
Optional[com.zaxxer.hikari.pool.HikariPool.KeepaliveTask],run,reserve com.zaxxer.hikari.util.ConcurrentBag | isConnectionDead com.zaxxer.hikari.pool.PoolBase | unreserve com.zaxxer.hikari.util.ConcurrentBag | debug org.slf4j.Logger | softEvictConnection com.zaxxer.hikari.pool.HikariPool | addBagItem com.zaxxer.hikari.pool.HikariPool | getWaitingThreadCount com.zaxxer.hikari.util.ConcurrentBag | ,,
Optional[com.zaxxer.hikari.util.ConcurrentBag.IConcurrentBagEntry],compareAndSet,,,
Optional[com.zaxxer.hikari.util.ConcurrentBag.IConcurrentBagEntry],setState,,,
Optional[com.zaxxer.hikari.util.ConcurrentBag.IConcurrentBagEntry],getState,,,
Optional[com.zaxxer.hikari.HikariConfig],getCatalog,,,
Optional[com.zaxxer.hikari.HikariConfig],setCatalog,,,
Optional[com.zaxxer.hikari.HikariConfig],getConnectionTimeout,,,
Optional[com.zaxxer.hikari.HikariConfig],setConnectionTimeout,,,
Optional[com.zaxxer.hikari.HikariConfig],getIdleTimeout,,,
Optional[com.zaxxer.hikari.HikariConfig],setIdleTimeout,,,
Optional[com.zaxxer.hikari.HikariConfig],getLeakDetectionThreshold,,,
Optional[com.zaxxer.hikari.HikariConfig],setLeakDetectionThreshold,,,
Optional[com.zaxxer.hikari.HikariConfig],getMaxLifetime,,,
Optional[com.zaxxer.hikari.HikariConfig],setMaxLifetime,,,
Optional[com.zaxxer.hikari.HikariConfig],getMaximumPoolSize,,,
Optional[com.zaxxer.hikari.HikariConfig],setMaximumPoolSize,,,
Optional[com.zaxxer.hikari.HikariConfig],getMinimumIdle,,,
Optional[com.zaxxer.hikari.HikariConfig],setMinimumIdle,,,
Optional[com.zaxxer.hikari.HikariConfig],getPassword,getPassword com.zaxxer.hikari.util.Credentials | get java.util.concurrent.atomic.AtomicReference | ,,
Optional[com.zaxxer.hikari.HikariConfig],setPassword,updateAndGet java.util.concurrent.atomic.AtomicReference | of com.zaxxer.hikari.util.Credentials | getUsername com.zaxxer.hikari.util.Credentials | ,,
Optional[com.zaxxer.hikari.HikariConfig],getUsername,getUsername com.zaxxer.hikari.util.Credentials | get java.util.concurrent.atomic.AtomicReference | ,,
Optional[com.zaxxer.hikari.HikariConfig],setUsername,updateAndGet java.util.concurrent.atomic.AtomicReference | of com.zaxxer.hikari.util.Credentials | getPassword com.zaxxer.hikari.util.Credentials | ,,
Optional[com.zaxxer.hikari.HikariConfig],setCredentials,set java.util.concurrent.atomic.AtomicReference | ,,
Optional[com.zaxxer.hikari.HikariConfig],getCredentials,get java.util.concurrent.atomic.AtomicReference | ,,
Optional[com.zaxxer.hikari.HikariConfig],getValidationTimeout,,,
Optional[com.zaxxer.hikari.HikariConfig],setValidationTimeout,,,
Optional[com.zaxxer.hikari.HikariConfig],getConnectionTestQuery,,,
Optional[com.zaxxer.hikari.HikariConfig],setConnectionTestQuery,,checkIfSealed com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],getConnectionInitSql,,,
Optional[com.zaxxer.hikari.HikariConfig],setConnectionInitSql,,checkIfSealed com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],getDataSource,,,
Optional[com.zaxxer.hikari.HikariConfig],setDataSource,,checkIfSealed com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],getDataSourceClassName,,,
Optional[com.zaxxer.hikari.HikariConfig],setDataSourceClassName,,checkIfSealed com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],addDataSourceProperty,put java.util.Hashtable | ,checkIfSealed com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],getDataSourceJNDI,,,
Optional[com.zaxxer.hikari.HikariConfig],setDataSourceJNDI,,checkIfSealed com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],getDataSourceProperties,,,
Optional[com.zaxxer.hikari.HikariConfig],setDataSourceProperties,putAll java.util.Properties | ,checkIfSealed com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],getDriverClassName,,,
Optional[com.zaxxer.hikari.HikariConfig],setDriverClassName,createInstance com.zaxxer.hikari.util.UtilityElf | ,checkIfSealed com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],getJdbcUrl,,,
Optional[com.zaxxer.hikari.HikariConfig],setJdbcUrl,,checkIfSealed com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],isAutoCommit,,,
Optional[com.zaxxer.hikari.HikariConfig],setAutoCommit,,checkIfSealed com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],isAllowPoolSuspension,,,
Optional[com.zaxxer.hikari.HikariConfig],setAllowPoolSuspension,,checkIfSealed com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],getInitializationFailTimeout,,,
Optional[com.zaxxer.hikari.HikariConfig],setInitializationFailTimeout,,checkIfSealed com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],isIsolateInternalQueries,,,
Optional[com.zaxxer.hikari.HikariConfig],setIsolateInternalQueries,,checkIfSealed com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],getMetricsTrackerFactory,,,
Optional[com.zaxxer.hikari.HikariConfig],setMetricsTrackerFactory,,,
Optional[com.zaxxer.hikari.HikariConfig],getMetricRegistry,,,
Optional[com.zaxxer.hikari.HikariConfig],setMetricRegistry,safeIsAssignableFrom com.zaxxer.hikari.util.UtilityElf | safeIsAssignableFrom com.zaxxer.hikari.util.UtilityElf | safeIsAssignableFrom com.zaxxer.hikari.util.UtilityElf | ,getObjectOrPerformJndiLookup com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],getHealthCheckRegistry,,,
Optional[com.zaxxer.hikari.HikariConfig],setHealthCheckRegistry,,checkIfSealed com.zaxxer.hikari.HikariConfig | getObjectOrPerformJndiLookup com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],getHealthCheckProperties,,,
Optional[com.zaxxer.hikari.HikariConfig],setHealthCheckProperties,putAll java.util.Properties | ,checkIfSealed com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],addHealthCheckProperty,setProperty java.util.Properties | ,checkIfSealed com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],getKeepaliveTime,,,
Optional[com.zaxxer.hikari.HikariConfig],setKeepaliveTime,,,
Optional[com.zaxxer.hikari.HikariConfig],isReadOnly,,,
Optional[com.zaxxer.hikari.HikariConfig],setReadOnly,,checkIfSealed com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],isRegisterMbeans,,,
Optional[com.zaxxer.hikari.HikariConfig],setRegisterMbeans,,checkIfSealed com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],getPoolName,,,
Optional[com.zaxxer.hikari.HikariConfig],setPoolName,,checkIfSealed com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],getScheduledExecutor,,,
Optional[com.zaxxer.hikari.HikariConfig],setScheduledExecutor,,checkIfSealed com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],getTransactionIsolation,,,
Optional[com.zaxxer.hikari.HikariConfig],getSchema,,,
Optional[com.zaxxer.hikari.HikariConfig],setSchema,,checkIfSealed com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],getCredentialsProviderClassName,,,
Optional[com.zaxxer.hikari.HikariConfig],setCredentialsProviderClassName,createInstance com.zaxxer.hikari.util.UtilityElf | ,checkIfSealed com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],getCredentialsProvider,,,
Optional[com.zaxxer.hikari.HikariConfig],setCredentialsProvider,,checkIfSealed com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],getExceptionOverrideClassName,,,
Optional[com.zaxxer.hikari.HikariConfig],setExceptionOverrideClassName,createInstance com.zaxxer.hikari.util.UtilityElf | ,checkIfSealed com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],getExceptionOverride,,,
Optional[com.zaxxer.hikari.HikariConfig],setExceptionOverride,,checkIfSealed com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],setTransactionIsolation,,checkIfSealed com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],getThreadFactory,,,
Optional[com.zaxxer.hikari.HikariConfig],setThreadFactory,,checkIfSealed com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],seal,,,
Optional[com.zaxxer.hikari.HikariConfig],copyStateTo,getMessage java.lang.Throwable | isFinal java.lang.reflect.Modifier | getModifiers java.lang.reflect.Field | isAssignableFrom java.lang.Class | getType java.lang.reflect.Field | set java.util.concurrent.atomic.AtomicReference | get java.util.concurrent.atomic.AtomicReference | get java.lang.reflect.Field | get java.lang.reflect.Field | setAccessible java.lang.reflect.Field | set java.lang.reflect.Field | get java.lang.reflect.Field | getDeclaredFields java.lang.Class | ,,
Optional[com.zaxxer.hikari.HikariConfig],validate,contains java.lang.String | getNullIfEmpty com.zaxxer.hikari.util.UtilityElf | getNullIfEmpty com.zaxxer.hikari.util.UtilityElf | getNullIfEmpty com.zaxxer.hikari.util.UtilityElf | getNullIfEmpty com.zaxxer.hikari.util.UtilityElf | getNullIfEmpty com.zaxxer.hikari.util.UtilityElf | getNullIfEmpty com.zaxxer.hikari.util.UtilityElf | getNullIfEmpty com.zaxxer.hikari.util.UtilityElf | getNullIfEmpty com.zaxxer.hikari.util.UtilityElf | error org.slf4j.Logger | error org.slf4j.Logger | warn org.slf4j.Logger | error org.slf4j.Logger | warn org.slf4j.Logger | isDebugEnabled org.slf4j.Logger | ,generatePoolName com.zaxxer.hikari.HikariConfig | validateNumerics com.zaxxer.hikari.HikariConfig | logConfiguration com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],validateNumerics,toMillis java.util.concurrent.TimeUnit | warn org.slf4j.Logger | toMillis java.util.concurrent.TimeUnit | warn org.slf4j.Logger | warn org.slf4j.Logger | toMillis java.util.concurrent.TimeUnit | warn org.slf4j.Logger | warn org.slf4j.Logger | warn org.slf4j.Logger | toMillis java.util.concurrent.TimeUnit | toMillis java.util.concurrent.TimeUnit | warn org.slf4j.Logger | warn org.slf4j.Logger | warn org.slf4j.Logger | ,,
Optional[com.zaxxer.hikari.HikariConfig],checkIfSealed,,,
Optional[com.zaxxer.hikari.HikariConfig],logConfiguration,debug org.slf4j.Logger | getPropertyNames com.zaxxer.hikari.util.PropertyElf | equals java.lang.String | copyProperties com.zaxxer.hikari.util.PropertyElf | setProperty java.util.Properties | equals java.lang.String | equals java.lang.String | maskPasswordInJdbcUrl com.zaxxer.hikari.util.UtilityElf | substring java.lang.String | ,,getProperty unsolvedSymbolException | matches unsolvedSymbolException | contains unsolvedSymbolException | contains unsolvedSymbolException | debug unsolvedSymbolException | 
Optional[com.zaxxer.hikari.HikariConfig],loadProperties,load java.util.Properties | setTargetFromProperties com.zaxxer.hikari.util.PropertyElf | ,openPropertiesInputStream com.zaxxer.hikari.HikariConfig | ,
Optional[com.zaxxer.hikari.HikariConfig],openPropertiesInputStream,isFile java.io.File | getResourceAsStream java.lang.Class | getClass java.lang.Object | getResourceAsStream java.lang.ClassLoader | getClassLoader java.lang.Class | getClass java.lang.Object | ,,
Optional[com.zaxxer.hikari.HikariConfig],generatePoolName,current java.util.concurrent.ThreadLocalRandom | append java.lang.StringBuilder | nextInt java.util.concurrent.ThreadLocalRandom | info org.slf4j.Logger | toString java.lang.StringBuilder | valueOf java.lang.String | getInteger java.lang.Integer | setProperty java.lang.System | getProperties java.lang.System | ,,
Optional[com.zaxxer.hikari.HikariConfig],getObjectOrPerformJndiLookup,lookup javax.naming.InitialContext | ,,
Optional[com.zaxxer.hikari.util.UtilityElf],maskPasswordInJdbcUrl,replaceAll java.util.regex.Matcher | matcher java.util.regex.Pattern | ,,
Optional[com.zaxxer.hikari.util.UtilityElf],getNullIfEmpty,isEmpty java.lang.String | trim java.lang.String | trim java.lang.String | ,,
Optional[com.zaxxer.hikari.util.UtilityElf],quietlySleep,interrupt java.lang.Thread | currentThread java.lang.Thread | sleep java.lang.Thread | ,,
Optional[com.zaxxer.hikari.util.UtilityElf],safeIsAssignableFrom,forName java.lang.Class | isAssignableFrom java.lang.Class | getClass java.lang.Object | ,,
Optional[com.zaxxer.hikari.util.UtilityElf],createInstance,,createInstance com.zaxxer.hikari.util.UtilityElf | ,
Optional[com.zaxxer.hikari.util.UtilityElf],createInstance,loadClass java.lang.ClassLoader | getClassLoader java.lang.Class | debug org.slf4j.Logger | getClassLoader java.lang.Class | cast java.lang.Class | newInstance java.lang.reflect.Constructor | getDeclaredConstructor java.lang.Class | getClass java.lang.Object | orElseThrow java.util.Optional | toString java.util.Arrays | findFirst java.util.stream.Stream | filter java.util.stream.Stream | getParameterCount java.lang.reflect.Constructor | getParameterTypes java.lang.reflect.Constructor | allMatch java.util.stream.IntStream | isAssignableFrom java.lang.Class | range java.util.stream.IntStream | stream java.util.Arrays | getConstructors java.lang.Class | cast java.lang.Class | newInstance java.lang.reflect.Constructor | ,attemptFromContextLoader com.zaxxer.hikari.util.UtilityElf | ,
Optional[com.zaxxer.hikari.util.UtilityElf],createThreadPoolExecutor,,createThreadPoolExecutor com.zaxxer.hikari.util.UtilityElf | ,
Optional[com.zaxxer.hikari.util.UtilityElf],createThreadPoolExecutor,allowCoreThreadTimeOut java.util.concurrent.ThreadPoolExecutor | ,,
Optional[com.zaxxer.hikari.util.UtilityElf],getTransactionIsolation,parseInt java.lang.Integer | getLevelId com.zaxxer.hikari.util.IsolationLevel | getLevelId com.zaxxer.hikari.util.IsolationLevel | values com.zaxxer.hikari.util.IsolationLevel | toUpperCase java.lang.String | getLevelId com.zaxxer.hikari.util.IsolationLevel | valueOf com.zaxxer.hikari.util.IsolationLevel | ,,
Optional[com.zaxxer.hikari.util.UtilityElf],attemptFromContextLoader,getContextClassLoader java.lang.Thread | currentThread java.lang.Thread | debug org.slf4j.Logger | getClassLoader java.lang.Class | loadClass java.lang.ClassLoader | debug org.slf4j.Logger | ,,
Optional[com.zaxxer.hikari.pool.HikariPool.MaxLifetimeTask],run,softEvictConnection com.zaxxer.hikari.pool.HikariPool | addBagItem com.zaxxer.hikari.pool.HikariPool | getWaitingThreadCount com.zaxxer.hikari.util.ConcurrentBag | ,,
Optional[com.zaxxer.hikari.pool.PoolBase.MetricsTrackerDelegate],recordConnectionUsage,recordConnectionUsageMillis com.zaxxer.hikari.metrics.IMetricsTracker | getMillisSinceBorrowed com.zaxxer.hikari.pool.PoolEntry | ,,
Optional[com.zaxxer.hikari.pool.PoolBase.MetricsTrackerDelegate],recordConnectionCreated,recordConnectionCreatedMillis com.zaxxer.hikari.metrics.IMetricsTracker | ,,
Optional[com.zaxxer.hikari.pool.PoolBase.MetricsTrackerDelegate],recordBorrowTimeoutStats,recordConnectionAcquiredNanos com.zaxxer.hikari.metrics.IMetricsTracker | elapsedNanos com.zaxxer.hikari.util.ClockSource | ,,
Optional[com.zaxxer.hikari.pool.PoolBase.MetricsTrackerDelegate],recordBorrowStats,currentTime com.zaxxer.hikari.util.ClockSource | recordConnectionAcquiredNanos com.zaxxer.hikari.metrics.IMetricsTracker | elapsedNanos com.zaxxer.hikari.util.ClockSource | ,,
Optional[com.zaxxer.hikari.pool.PoolBase.MetricsTrackerDelegate],recordConnectionTimeout,recordConnectionTimeout com.zaxxer.hikari.metrics.IMetricsTracker | ,,
Optional[com.zaxxer.hikari.pool.PoolBase.MetricsTrackerDelegate],close,close com.zaxxer.hikari.metrics.IMetricsTracker | ,,
Optional[com.zaxxer.hikari.SQLExceptionOverride],adjudicate,,,
Optional[com.zaxxer.hikari.util.PropertyElf],setTargetFromProperties,asList java.util.Arrays | getMethods java.lang.Class | getClass java.lang.Object | forEach java.util.Properties | toString java.lang.Object | startsWith java.lang.String | addDataSourceProperty com.zaxxer.hikari.HikariConfig | substring java.lang.String | length java.lang.String | ,setProperty com.zaxxer.hikari.util.PropertyElf | ,
Optional[com.zaxxer.hikari.util.PropertyElf],getPropertyNames,getName java.lang.reflect.Method | getParameterTypes java.lang.reflect.Method | getMethod java.lang.Class | getReturnType java.lang.reflect.Method | add java.util.HashSet | getMethods java.lang.Class | ,propertyNameFromGetterName com.zaxxer.hikari.util.PropertyElf | capitalizedPropertyName com.zaxxer.hikari.util.PropertyElf | ,
Optional[com.zaxxer.hikari.util.PropertyElf],getProperty,getMethod java.lang.Class | getClass java.lang.Object | invoke java.lang.reflect.Method | getMethod java.lang.Class | getClass java.lang.Object | invoke java.lang.reflect.Method | ,capitalizedPropertyName com.zaxxer.hikari.util.PropertyElf | capitalizedPropertyName com.zaxxer.hikari.util.PropertyElf | ,
Optional[com.zaxxer.hikari.util.PropertyElf],copyProperties,forEach java.util.Properties | setProperty java.util.Properties | toString java.lang.Object | toString java.lang.Object | ,,
Optional[com.zaxxer.hikari.util.PropertyElf],propertyNameFromGetterName,startsWith java.lang.String | length java.lang.String | startsWith java.lang.String | length java.lang.String | substring java.lang.String | substring java.lang.String | toLowerCase java.lang.Character | charAt java.lang.String | substring java.lang.String | ,,
Optional[com.zaxxer.hikari.util.PropertyElf],setProperty,getLogger org.slf4j.LoggerFactory | toUpperCase java.lang.String | substring java.lang.String | substring java.lang.String | orElse java.util.Optional | findFirst java.util.stream.Stream | filter java.util.stream.Stream | equals java.lang.String | getName java.lang.reflect.Method | getParameterCount java.lang.reflect.Method | stream java.util.Collection | toUpperCase java.lang.String | orElse java.util.Optional | findFirst java.util.stream.Stream | filter java.util.stream.Stream | equals java.lang.String | getName java.lang.reflect.Method | getParameterCount java.lang.reflect.Method | stream java.util.Collection | error org.slf4j.Logger | getClass java.lang.Object | format java.lang.String | getClass java.lang.Object | error org.slf4j.Logger | getClass java.lang.Object | getParameterTypes java.lang.reflect.Method | toString java.lang.Object | isArray java.lang.Class | isAssignableFrom java.lang.Class | getComponentType java.lang.Class | isArray java.lang.Class | isAssignableFrom java.lang.Class | getComponentType java.lang.Class | isArray java.lang.Class | isAssignableFrom java.lang.Class | getComponentType java.lang.Class | debug org.slf4j.Logger | invoke java.lang.reflect.Method | debug org.slf4j.Logger | invoke java.lang.reflect.Method | newInstance java.lang.reflect.Constructor | getDeclaredConstructor java.lang.Class | forName java.lang.Class | toString java.lang.Object | invoke java.lang.reflect.Method | invoke java.lang.reflect.Method | invoke java.lang.reflect.Method | invoke java.lang.reflect.Method | toCharArray java.lang.String | invoke java.lang.reflect.Method | parseBoolean java.lang.Boolean | invoke java.lang.reflect.Method | parseShort java.lang.Short | invoke java.lang.reflect.Method | orElseGet java.util.Optional | parseLong java.lang.Long | map java.util.Optional | invoke java.lang.reflect.Method | parseInt java.lang.Integer | toString java.lang.Object | ,parseStringArray com.zaxxer.hikari.util.PropertyElf | parseIntArray com.zaxxer.hikari.util.PropertyElf | parseDuration com.zaxxer.hikari.util.PropertyElf | ,
Optional[com.zaxxer.hikari.util.PropertyElf],capitalizedPropertyName,toUpperCase java.lang.String | substring java.lang.String | substring java.lang.String | ,,
Optional[com.zaxxer.hikari.util.PropertyElf],parseIntArray,isEmpty java.lang.String | split java.lang.String | parseInt java.lang.Integer | ,,
Optional[com.zaxxer.hikari.util.PropertyElf],parseStringArray,isEmpty java.lang.String | append java.lang.StringBuilder | add java.util.ArrayList | toString java.lang.StringBuilder | setLength java.lang.AbstractStringBuilder | append java.lang.StringBuilder | toCharArray java.lang.String | format java.lang.String | add java.util.ArrayList | toString java.lang.StringBuilder | toArray java.util.ArrayList | ,,
Optional[com.zaxxer.hikari.util.PropertyElf],parseDuration,matcher java.util.regex.Pattern | matches java.util.regex.Matcher | empty java.util.Optional | parseLong java.lang.Long | group java.util.regex.Matcher | group java.util.regex.Matcher | of java.util.Optional | ofMillis java.time.Duration | of java.util.Optional | ofSeconds java.time.Duration | of java.util.Optional | ofMinutes java.time.Duration | of java.util.Optional | ofHours java.time.Duration | of java.util.Optional | ofDays java.time.Duration | format java.lang.String | ,,
Optional[com.zaxxer.hikari.metrics.dropwizard.CodahaleHealthChecker],registerHealthChecks,getHealthCheckProperties com.zaxxer.hikari.HikariConfig | parseLong java.lang.Long | getProperty java.util.Properties | valueOf java.lang.String | getConnectionTimeout com.zaxxer.hikari.HikariConfig | register com.codahale.metrics.health.HealthCheckRegistry | name com.codahale.metrics.MetricRegistry | getPoolName com.zaxxer.hikari.HikariConfig | parseLong java.lang.Long | getProperty java.util.Properties | getMetricRegistry com.zaxxer.hikari.HikariConfig | getTimers com.codahale.metrics.MetricRegistry | equals java.lang.String | name com.codahale.metrics.MetricRegistry | getPoolName com.zaxxer.hikari.HikariConfig | isEmpty java.util.Map | getValue java.util.Map.Entry | next java.util.Iterator | iterator java.util.Set | entrySet java.util.SortedMap | register com.codahale.metrics.health.HealthCheckRegistry | name com.codahale.metrics.MetricRegistry | getPoolName com.zaxxer.hikari.HikariConfig | ,,
Optional[com.zaxxer.hikari.pool.ProxyLeakTaskFactory],schedule,,scheduleNewTask com.zaxxer.hikari.pool.ProxyLeakTaskFactory | ,
Optional[com.zaxxer.hikari.pool.ProxyLeakTaskFactory],updateLeakDetectionThreshold,,,
Optional[com.zaxxer.hikari.pool.ProxyLeakTaskFactory],scheduleNewTask,schedule com.zaxxer.hikari.pool.ProxyLeakTask | ,,
Optional[com.zaxxer.hikari.pool.ProxyResultSet],checkException,checkException com.zaxxer.hikari.pool.ProxyConnection | ,,
Optional[com.zaxxer.hikari.pool.ProxyResultSet],toString,getSimpleName java.lang.Class | getClass java.lang.Object | identityHashCode java.lang.System | ,,
Optional[com.zaxxer.hikari.pool.ProxyResultSet],getStatement,,,
Optional[com.zaxxer.hikari.pool.ProxyResultSet],updateRow,markCommitStateDirty com.zaxxer.hikari.pool.ProxyConnection | updateRow java.sql.ResultSet | ,,
Optional[com.zaxxer.hikari.pool.ProxyResultSet],insertRow,markCommitStateDirty com.zaxxer.hikari.pool.ProxyConnection | insertRow java.sql.ResultSet | ,,
Optional[com.zaxxer.hikari.pool.ProxyResultSet],deleteRow,markCommitStateDirty com.zaxxer.hikari.pool.ProxyConnection | deleteRow java.sql.ResultSet | ,,
Optional[com.zaxxer.hikari.pool.ProxyResultSet],isWrapperFor,isInstance java.lang.Class | isWrapperFor java.sql.Wrapper | ,,
Optional[com.zaxxer.hikari.pool.ProxyResultSet],unwrap,isInstance java.lang.Class | unwrap java.sql.Wrapper | ,,
Optional[com.zaxxer.hikari.pool.PoolBase.IMetricsTrackerDelegate],recordConnectionUsage,,,
Optional[com.zaxxer.hikari.pool.PoolBase.IMetricsTrackerDelegate],recordConnectionCreated,,,
Optional[com.zaxxer.hikari.pool.PoolBase.IMetricsTrackerDelegate],recordBorrowTimeoutStats,,,
Optional[com.zaxxer.hikari.pool.PoolBase.IMetricsTrackerDelegate],recordBorrowStats,,,
Optional[com.zaxxer.hikari.pool.PoolBase.IMetricsTrackerDelegate],recordConnectionTimeout,,,
Optional[com.zaxxer.hikari.pool.PoolBase.IMetricsTrackerDelegate],close,,,
Optional[com.zaxxer.hikari.metrics.dropwizard.CodahaleMetricsTrackerFactory],getRegistry,,,
Optional[com.zaxxer.hikari.metrics.dropwizard.CodahaleMetricsTrackerFactory],create,,,
